TOTAL LAP,'00:00:41.66
BEST LAP,'00:00:03.08
AVERAGE LAP,'00:00:05.20
LAP,LAP TIME,REC TIME,ST(%),TH(%),RPM,VOLT(V),TMP1(deg C),TMP2(deg C),
,,'00:00:00.86,-000,-000,00000,000.00,000.0,000.0
,,'00:00:00.87,-000,-000,00000,000.00,000.0,000.0
,,'00:00:00.88,-000,-000,00000,000.00,000.0,000.0
,,'00:00:00.89,-000,-000,00000,000.00,000.0,000.0
,,'00:00:00.90,-000,-000,00000,000.00,000.0,000.0
,,'00:00:00.91,-000,-000,00000,000.00,000.0,000.0
,,'00:00:00.92,-000,-000,00000,000.00,000.0,000.0
,,'00:00:00.93,-000,-000,00000,000.00,000.0,000.0
,,'00:00:00.94,-000,-000,00000,000.00,000.0,000.0
,,'00:00:00.95,-000,-000,00000,000.00,000.0,000.0
,,'00:00:00.96,-000,-000,00000,000.00,000.0,000.0
,,'00:00:00.97,-000,-000,00000,000.00,000.0,000.0
,,'00:00:00.98,-000,-000,00000,000.00,000.0,000.0
,,'00:00:00.99,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.00,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.01,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.02,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.03,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.04,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.05,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.06,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.07,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.08,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.09,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.10,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.11,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.12,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.13,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.14,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.15,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.16,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.17,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.18,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.19,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.20,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.21,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.22,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.23,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.24,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.25,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.26,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.27,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.28,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.29,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.30,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.31,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.32,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.33,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.34,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.35,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.36,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.37,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.38,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.39,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.40,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.41,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.42,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.43,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.44,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.45,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.46,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.47,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.48,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.49,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.50,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.51,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.52,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.53,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.54,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.55,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.56,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.57,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.58,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.59,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.60,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.61,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.62,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.63,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.64,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.65,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.66,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.67,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.68,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.69,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.70,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.71,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.72,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.73,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.74,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.75,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.76,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.77,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.78,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.79,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.80,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.81,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.82,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.83,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.84,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.85,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.86,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.87,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.88,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.89,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.90,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.91,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.92,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.93,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.94,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.95,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.96,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.97,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.98,-000,-000,00000,000.00,000.0,000.0
,,'00:00:01.99,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.00,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.01,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.02,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.03,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.04,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.05,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.06,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.07,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.08,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.09,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.10,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.11,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.12,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.13,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.14,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.15,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.16,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.17,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.18,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.19,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.20,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.21,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.22,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.23,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.24,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.25,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.26,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.27,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.28,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.29,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.30,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.31,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.32,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.33,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.34,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.35,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.36,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.37,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.38,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.39,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.40,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.41,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.42,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.43,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.44,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.45,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.46,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.47,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.48,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.49,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.50,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.51,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.52,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.53,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.54,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.55,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.56,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.57,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.58,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.59,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.60,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.61,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.62,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.63,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.64,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.65,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.66,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.67,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.68,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.69,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.70,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.71,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.72,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.73,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.74,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.75,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.76,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.77,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.78,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.79,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.80,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.81,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.82,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.83,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.84,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.85,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.86,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.87,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.88,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.89,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.90,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.91,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.92,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.93,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.94,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.95,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.96,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.97,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.98,-000,-000,00000,000.00,000.0,000.0
,,'00:00:02.99,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.00,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.01,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.02,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.03,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.04,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.05,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.06,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.07,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.08,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.09,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.10,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.11,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.12,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.13,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.14,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.15,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.16,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.17,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.18,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.19,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.20,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.21,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.22,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.23,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.24,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.25,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.26,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.27,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.28,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.29,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.30,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.31,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.32,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.33,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.34,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.35,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.36,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.37,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.38,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.39,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.40,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.41,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.42,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.43,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.44,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.45,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.46,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.47,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.48,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.49,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.50,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.51,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.52,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.53,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.54,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.55,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.56,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.57,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.58,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.59,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.60,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.61,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.62,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.63,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.64,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.65,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.66,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.67,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.68,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.69,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.70,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.71,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.72,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.73,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.74,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.75,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.76,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.77,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.78,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.79,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.80,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.81,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.82,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.83,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.84,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.85,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.86,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.87,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.88,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.89,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.90,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.91,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.92,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.93,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.94,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.95,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.96,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.97,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.98,-000,-000,00000,000.00,000.0,000.0
,,'00:00:03.99,-000,-000,00000,000.00,000.0,000.0
,,'00:00:04.00,-000,-000,00000,000.00,000.0,000.0
,,'00:00:04.01,-000,-000,00000,000.00,000.0,000.0
,,'00:00:04.02,-000,-000,00000,000.00,000.0,000.0
,,'00:00:04.03,-000,-000,00000,000.00,000.0,000.0
,,'00:00:04.04,-000,-000,00000,000.00,000.0,000.0
,,'00:00:04.05,-000,-000,00000,000.00,000.0,000.0
,,'00:00:04.06,-000,-000,00000,000.00,000.0,000.0
,,'00:00:04.07,-000,-000,00000,000.00,000.0,000.0
,,'00:00:04.08,-000,-000,00000,000.00,000.0,000.0
,,'00:00:04.09,-000,-000,00000,000.00,000.0,000.0
,,'00:00:04.10,-000,-000,00000,000.00,000.0,000.0
,,'00:00:04.11,-000,-000,00000,000.00,000.0,000.0
,,'00:00:04.12,-000,-000,00000,000.00,000.0,000.0
,,'00:00:04.13,-000,-000,00000,000.00,000.0,000.0
,,'00:00:04.14,-000,-000,00000,000.00,000.0,000.0
,,'00:00:04.15,-000,-000,00000,000.00,000.0,000.0
,,'00:00:04.16,-000,-000,00000,000.00,000.0,000.0
,,'00:00:04.17,-000,-000,00000,000.00,000.0,000.0
,,'00:00:04.18,-000,-000,00000,000.00,000.0,000.0
,,'00:00:04.19,-000,-000,00000,000.00,000.0,000.0
,,'00:00:04.20,-000,-000,00000,000.00,000.0,000.0
,,'00:00:04.21,-000,-000,00000,000.00,000.0,000.0
,,'00:00:04.22,-000,-000,00000,000.00,000.0,000.0
,,'00:00:04.23,-000,-000,00000,000.00,000.0,000.0
,,'00:00:04.24,-000,-000,00000,000.00,000.0,000.0
,,'00:00:04.25,-000,-000,00000,000.00,000.0,000.0
